County,License Number,Operation Type,Establishment Type,Entity Name,DBA Name,Street Number,Street Name,Address Line 2,Address Line 3,City,State,Zip Code,Square Footage,Georeference
Queens,740368,Store,JAC,GAZALI EXPRESS GRILL & DELI CORP,GAZALI EXPRESS GRILL &,19-09,MOTT AVENUE,,,FAR ROCKAWAY,NY,11691,2500,POINT (-73.75195 40.60372)
Bronx,740361,Store,JAC,WHITE PLAINS GOOD FARM INC,WHITE PLAINS GOOD FARM,3754,WHITE PLAINS ROAD,,,BRONX,NY,10467,1300,POINT (-73.86308 40.88306)
New York,740337,Store,A,TARGET CORPORATION,TARGET STORE T-3334,1865,BROADWAY,,,NEW YORK,NY,10023,0,POINT (-73.98224 40.77022)
Bronx,740332,Store,JAC,GREEN GARDEN HEALTH FOOD STORE LL,GREEN GARDEN HEALTH FOO,3543,WHITE PLAINS ROAD,,,BRONX,NY,10467,2500,POINT (-73.86596 40.87858)
Queens,740315,Store,JAC,FRESH POND GOURMET DELI CORP,FRESH POND GOURMET DELI,6620,FRESH POND ROAD,,,RIDGEWOOD,NY,11385,12000,POINT (-73.89809 40.70853)
New York,740310,Store,JAC,SAMI DELI GROCERY & HALAL MEAT MA,SAMI DELI GROCERY & HAL,1630,MADISON AVENUE,,,NEW YORK,NY,10029,0,POINT (-73.94817 40.79545)
New York,740284,Store,JAC,SUSHILUX CORP,SUSHILUX (INSIDE GOURME,366,BROADWAY,,,NEW YORK,NY,10013,500,POINT (-74.00341 40.71755)
Bronx,740209,Store,A,FOREVER YOUNG HEALTH FOOD LLC,FOREVER YOUNG,2391,GRAND CONCOURSE,,,BRONX,NY,10468,700,POINT (-73.89872 40.85988)
Columbia,740207,Store,JAC,JERSEY BAKING LLC,FILLIS DELI & BAKERY,3019,MAIN STREET,,,VALATIE,NY,12184,1930,POINT (-73.67729 42.41338)
Delaware,740202,Store,JAC,EDKINS KELLEY,HONEY BEE HERBS,785,MAIN STREET,,,MARGARETVILLE,NY,12455,1200,POINT (-74.64826 42.14851)
Ulster,740146,Store,JAC,PINE ISLAND HOLDINGS LLC,PINE ISLAND HOLDINGS,131,MAIN STREET,,,NEW PALTZ,NY,12561,2000,POINT (-74.08296 41.74776)
Kings,740132,Store,JAC,TRIO FOOD MARKET INC,TRIO FOOD MARKET,443,KINGS HIGHWAY,,,BROOKLYN,NY,11223,0,POINT (-73.97359 40.60433)
Kings,740126,Store,JAC,SUPER FOOD INC,SUPER FOOD,1314,KINGS HIGHWAY,,,BROOKLYN,NY,11229,2500,POINT (-73.95953 40.60822)
Orange,740098,Store,JAC,BROADWAY GARDEN MART LLC,BROADWAY GARDEN MART,151,BROADWAY,,,NEWBURGH,NY,12550,0,POINT (-74.01379 41.50019)
Ulster,740089,Store,JAC,186 MAIN LLC,DELI/CONVENIENCE STORE,186,MAIN STREET,,,NEW PALTZ,NY,12561,4200,POINT (-74.07834 41.74607)
New York,740055,Store,JAC,J 2 GAO INC,JZ GAO,28,FORSYTH STREET,,,NEW YORK,NY,10002,0,POINT (-73.99445 40.71529)
Kings,740039,Store,JAC,URBAN NATURAL VALLEY MARKET INC,URBAN NATURAL VALLEY MA,1725,BROADWAY,,,BROOKLYN,NY,11207,2000,POINT (-73.9112 40.6833)
New York,740014,Store,JAC,NY HARVEST TRADING INC,EVERFRESH SUSHI,2840,BROADWAY,,,NEW YORK,NY,10025,0,POINT (-73.96637 40.80445)
New York,739972,Store,A,TRADER JOES EAST INC,TRADER JOES #546,436,EAST 14TH STREET,,,NEW YORK,NY,10009,16000,POINT (-73.98096 40.73066)
Richmond,739920,Store,JAC,M & N DELI OF SI INC,M & N DELI OF SI,1346,FOREST AVENUE,,,STATEN ISLAND,NY,10302,2000,POINT (-74.13453 40.62589)
Richmond,739874,Store,JAC,POLISH-EUROPEAN AMERICAN DELI ME,POLISH-EUROPEAN AMERICA,1214,FOREST AVENUE,,,STATEN ISLAND,NY,10310,1200,POINT (-74.13036 40.62639)
Suffolk,739863,Store,JAC,STONY BROOK  CHOCOLATE  LLC,CHOCOLATE WORKS,143,MAIN STREET,,,STONY BROOK,NY,11790,1200,POINT (-73.1473 40.91669)
Nassau,739855,Store,JAC,DOLCE CONFECTIONS INC,DOLCE CONFECTIONS,1319,BROADWAY,,,HEWLETT,NY,11557,2200,POINT (-73.70006 40.63907)
Albany,739839,Store,JAC,GONUR TRAVEL CORP,ISTANBUL INTL MARKET,100,BROADWAY,,,ALBANY,NY,12204,1000,POINT (-73.73189 42.68292)
Kings,739765,Store,JAC,KISNA ENTERPRISES INC,BABAS DELI,599,5TH AVENUE,,,BROOKLYN,NY,11215,1800,POINT (-73.99036 40.66431)
Kings,739725,Store,JAC,728 MEAT MARKET CORP,SAGAL MEAT,728,BROADWAY,,,BROOKLYN,NY,11206,2000,POINT (-73.94254 40.70111)
Queens,739703,Store,JAC,DIAZ GROCERY OF NY INC,DIAZ GROCERY OF NY,106-15,JAMAICA AVENUE,,,RICHMOND HILL,NY,11418,1500,POINT (-73.84059 40.69536)
New York,739696,Store,JAC,ANTILLANA SUPERFOOD MEAT CORP,ANTILLANA SUPERFOOD MAR,3900,BROADWAY,,,NEW YORK,NY,10032,0,POINT (-73.9419 40.83796)
New York,739644,Store,A,HAFEEZ CANDY GROCERY INC,HAFEEZ CANDY STORE,3895,BROADWAY,,,NEW YORK,NY,10032,1000,POINT (-73.94234 40.83767)
Kings,739624,Store,JAC,WILLY DELI GROCERY CORP,WILLY DELI GROCERY,506,COURT STREET,,,BROOKLYN,NY,11231,1500,POINT (-73.99868 40.67658)
Schenectady,739608,Store,A,FLYCITY SMOKESHOP INC,FLYCITY SMOKESHOP,2230,BROADWAY,,,SCHENECTADY,NY,12306,1000,POINT (-73.96889 42.79641)
New York,739576,Store,A,CVS ALBANY LLC,CVS/PHARMACY #11059,1619,BROADWAY,,,NEW YORK,NY,10019,0,POINT (-73.98432 40.76102)
Kings,739574,Store,A,DOLLAR TREE STORES INC,DOLLAR TREE #07595,2612,PITKIN AVENUE,,,BROOKLYN,NY,11208,0,POINT (-73.87557 40.67489)
Suffolk,739533,Store,JAC,66 CONVENIENCE CORP,66 CONVENIENCE,66,BROADWAY,,,GREENLAWN,NY,11740,1500,POINT (-73.36499 40.86888)
Queens,739459,Store,JAC,26-20 JACKSON AVENUE CORP,POM'S GOURMET MARKET,26-20,JACKSON AVENUE,,,LONG ISLAND CITY,NY,11101,2500,POINT (-73.9416 40.74739)
Bronx,739456,Store,JAC,GOLDEN STAR GOURMET CORP,GOLDEN STAR GOURMET,3511,EAST TREMONT AVENUE,,,BRONX,NY,10465,500,POINT (-73.8264 40.8309)
New York,739423,Store,JAC,VSM GOURMET LLC,GOURMET GARAGE,366,BROADWAY,,,NEW YORK,NY,10013,12000,POINT (-74.00341 40.71755)
Dutchess,739327,Store,JAC,LANA MAIN STOP DELI LLC,LANA MAIN STOP DELI,551,MAIN STREET,,,POUGHKEEPSIE,NY,12601,0,POINT (-73.91596 41.69991)
Suffolk,739301,Store,JAC,MI CAMPO DELI CORP,MI CAMPO DELI,1389,FIFTH AVENUE,,,BAY SHORE,NY,11706,0,POINT (-73.26328 40.74097)
New York,739284,Store,A,DRINK RECESS INC,DRINK RECESS,680,BROADWAY,,,NEW YORK,NY,10012,1800,POINT (-73.99489 40.72765)
Kings,739263,Store,A,DODABIKO INC,BABY CITY,6729,5TH AVENUE,,,BROOKLYN,NY,11220,1800,POINT (-74.02046 40.6348)
Kings,739214,Store,JAC,ECONOMIC FOOD MARKET CORP,ECONOMIC FOOD MARKET,9424,KINGS HIGHWAY,,,BROOKLYN,NY,11212,2000,POINT (-73.92048 40.65848)
New York,739193,Store,JAC,NY HARVEST TRADING INC,EVERFRESH SUSHI- WESTSI,2589,BROADWAY,,,NEW YORK,NY,10025,0,POINT (-73.97108 40.79577)
Onondaga,739176,Store,JAC,ROLL WITH IT LLC,FABIUS COUNTRY STORE,7861,MAIN STREET,,,FABIUS,NY,13063,1500,POINT (-75.98246 42.83531)
Ulster,739165,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL STORE #2,1162,BROADWAY,,,ESOPUS,NY,12429,0,POINT (-73.96655 41.82601)
Ulster,739096,Store,A,SALIX ALBA LLC,SASSAFRAS MERCANTILE,37,BROADWAY,,,KINGSTON,NY,12401,600,POINT (-73.98364 41.91903)
Dutchess,739094,Store,A,WASSAIC COMMONS LLC,WASSAIC COMMONS,3,MAIN STREET,,,WASSAIC,NY,12592,0,POINT (-73.5595 41.80414)
Ulster,739078,Store,JAC,GRACE PETROL INC,NEW PALTZ SUNOCO A PLUS,270,MAIN STREET,,,NEW PALTZ,NY,12561,1700,POINT (-74.06767 41.74196)
Queens,739075,Store,JAC,STOP ONE GOURMET DELI INC,STOP ONE GOURMET DELI,109-14,MERRICK BOULEVARD,,,JAMAICA,NY,11433,1250,POINT (-73.78398 40.69687)
Queens,739070,Store,JAC,LUGO MIGUEL&MEREJO EULOGIO,QUISQUEYA GROCERY,94-27,37TH AVENUE,,,JACKSON HEIGHTS,NY,11372,0,POINT (-73.87269 40.751)
Albany,739058,Store,JAC,SHREEJA INC,SHREEJA,616,BROADWAY,,,WATERVLIET,NY,12189,0,POINT (-73.70512 42.71275)
Monroe,739011,Store,JAC,CALABRESELLA ON PARK INC,CALABRESELLA ON PARK,210,PARK AVENUE,,,ROCHESTER,NY,14607,0,POINT (-77.59007 43.15061)
Kings,739004,Store,JAC,EL DESECHO DELI GROCERY CORP,EL DESECHO DELI GROCERY,1874,FULTON STREET,,,BROOKLYN,NY,11233,0,POINT (-73.92441 40.67902)
Chemung,738961,Store,JAC,403 SOUTHSIDE DELI AND GROCERY IN,403 SOUTHSIDE DELI AND,403,BROADWAY,,,ELMIRA,NY,14904,0,POINT (-76.81156 42.07754)
Kings,738920,Store,JABCH,CORTELYOU CAFE CORP,CONECTICUT MUFFIN,1106,CORTELYOU ROAD,,,BROOKLYN,NY,11218,0,POINT (-73.96771 40.63974)
New York,738904,Store,JAC,1902 NEW WAY GOURMET DELI INC,1902 NEW WAY GOURMET DE,1902,7TH AVENUE,,,NEW YORK,NY,10026,1300,POINT (-73.95297 40.80273)
Queens,738893,Store,JAC,ABC MEAT CORP,KEY FOOD # 2468,90-28,JAMAICA AVENUE,,,WOODHAVEN,NY,11421,7500,POINT (-73.85386 40.69304)
New York,738886,Store,JAC,YUMMY FOODS CENTER CORP,YUMMY FOODS CENTER,2240,7TH AVENUE,,,NEW YORK,NY,10027,1000,POINT (-73.94527 40.81332)
Queens,738880,Store,JAC,FRESH POND FARM MARKET INC,FRESH POND FARM MARKET,6638,FRESH POND ROAD,,,RIDGEWOOD,NY,11385,4000,POINT (-73.89767 40.70793)
Ulster,738807,Store,JAC,BARAHONA A RIGORBERTO,DONA MAITE STORE,688,BROADWAY,,,KINGSTON,NY,12401,1200,POINT (-74.00813 41.93091)
Queens,738805,Store,JABC,SSNS EXPRESS LLC,SEASONS,68-18,MAIN STREET,,,FLUSHING,NY,11367,10000,POINT (-73.82497 40.73246)
New York,738801,Store,JAC,PITAYAS FRUIT MARKET INC,PITAYAS FRUIT MARKET,4329,BROADWAY,,,NEW YORK,NY,10033,6000,POINT (-73.93454 40.85252)
Suffolk,738794,Store,JAC,PUPUSSAS OLOCUILTA DELI INC,PUPUSSAS OLOCUILTA DELI,1585,5TH AVENUE,,,BAY SHORE,NY,11706,1200,POINT (-73.26207 40.75527)
Bronx,738787,Store,JAC,SALAH MARKET CORP,SALAH MARKET,700A,GRAND CONCOURSE,,,BRONX,NY,10451,750,POINT (-73.92512 40.82195)
Kings,738744,Store,JAC,PERALTA MINI MARKET CORP,PERALTA MINI MARKET,3210,FULTON STREET,,,BROOKLYN,NY,11208,2200,POINT (-73.87649 40.68241)
Kings,738742,Store,JAC,GOURMET FRESH 2 LLC,GOURMET FRESH 2,530,86TH STREET,,,BROOKLYN,NY,11209,8000,POINT (-74.02522 40.62088)
Schenectady,738700,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #8749,2001,BROADWAY,,,SCHENECTADY,NY,12306,5000,POINT (-73.96487 42.7984)
New York,738688,Store,JAC,3872 ENG DELI GROCERY LLC,3872 ENG DELI,3872,BROADWAY,,,NEW YORK,NY,10032,2000,POINT (-73.94265 40.83693)
Kings,738651,Store,JAC,CHIEFS BAKEWEL CORP,CHIEFS BAKEWEL,3244,FULTON STREET,,,BROOKLYN,NY,11208,0,POINT (-73.87552 40.68269)
Bronx,738591,Store,JAC,2193 DELI GROCERY MARKET INC,2193 DELI GROCERY MARKE,2193,GRAND CONCOURSE,,,BRONX,NY,10453,0,POINT (-73.90116 40.8558)
Kings,738590,Store,JAC,TACOS CALIFORNIA 1 MEXICAN RESTAU,MEXICAN DELI,6114,5TH AVENUE,,,BROOKLYN,NY,11220,0,POINT (-74.01708 40.63859)
Queens,738566,Store,A,K & F DRUG CORP,STARSIDE DRUGS,41-16,MAIN STREET,,,FLUSHING,NY,11355,15000,POINT (-73.8292 40.75764)
New York,738538,Store,JAC,MS ONE FISH MARKET INC,MS ONE FISH MARKET,2780,BROADWAY,,,NEW YORK,NY,10025,200,POINT (-73.96765 40.80236)
Nassau,738501,Store,JAC,FANTINO DELI GROCERY CORP,FANTINO DELI GROCERY 04,149,MAIN STREET,,,HEMPSTEAD,NY,11550,0,POINT (-73.62611 40.71151)
Kings,738494,Store,JAC,BAY RIDGE KINGS MARKET INC,BAY RIDGE KINGS MARKET,8118,5TH AVENUE,,,BROOKLYN,NY,11209,1000,POINT (-74.02463 40.62463)
New York,738439,Store,JAC,SMS CS LLC,7 ELEVEN STORE #35702C,813,BROADWAY,,,NEW YORK,NY,10003,1800,POINT (-73.99116 40.73294)
Kings,738400,Store,JAC,RIWEI MINI MARKET INC,RIWEI MINI MARKET,6418,7TH AVENUE,,,BROOKLYN,NY,11220,2000,POINT (-73.97493 40.67526)
Westchester,738363,Store,JAC,PORTABLE CHEF LLC,PORTABLE CHEF,1698,MAIN STREET,,,PEEKSKILL,NY,10566,3500,POINT (-73.90722 41.29375)
Kings,738362,Store,A,A&J GROCERY INC,A&J GROCERY,1910,86TH STREET,,,BROOKLYN,NY,11214,0,POINT (-74.00009 40.60571)
Bronx,738325,Store,JAC,BM SEAFOOD INC,BM SEAFOOD,3535,WHITE PLAINS ROAD,,,BRONX,NY,10467,500,POINT (-73.86611 40.87845)
Kings,738316,Store,JAC,BROS BEST PRODUCE CORP,BROS BEST PRODUCE,7808,5TH AVENUE,,,BROOKLYN,NY,11209,1400,POINT (-74.02363 40.62706)
Kings,738311,Store,JAC,BAMA FOOD CORP,BRAVO SUPERMARKET,785,GRAND STREET,,,BROOKLYN,NY,11211,0,POINT (-73.94171 40.71183)
Kings,738262,Store,JAC,COSTA DEL SUR DELI CORP,COSTA DEL SUR DELI,2952,FULTON STREET,,,BROOKLYN,NY,11207,800,POINT (-73.88586 40.67957)
New York,738258,Store,JAC,1411 SAVORY DELI CORP,1411 SAVORY DELI,1411,5TH AVENUE,,,NEW YORK,NY,10029,0,POINT (-73.94666 40.80039)
Suffolk,738110,Store,A,KARAMELA INC,PREMIERE PASTRY SHOP,117,MAIN STREET,,,STONY BROOK,NY,11790,1000,POINT (-73.1472 40.91634)
Kings,738007,Store,JAC,METRO & GRAHAM LLC,WHOLESOME BASKET,344,GRAHAM AVENUE,,,BROOKLYN,NY,11211,1000,POINT (-73.94441 40.71469)
New York,737994,Store,A,BEST CANDY STORE INC,BEST CANDY STORE,3430,BROADWAY,,,NEW YORK,NY,10031,0,POINT (-73.95286 40.82296)
Kings,737986,Store,JAC,YH FISH HOOK INC,YH FISH HOOK,359,COURT STREET,,,BROOKLYN,NY,11231,2100,POINT (-73.99612 40.68187)
Bronx,737958,Store,JAC,EL TROPICO GROCERY DELI CORP,EL TROPICO GROCERY DELI,1841,GRAND CONCOURSE,,,BRONX,NY,10453,0,POINT (-73.90747 40.84812)
Kings,737917,Store,JAC,SANCHEZ DELI & FRUIT STORE CORP,SANCHEZ DELI & FRUIT ST,816,BROADWAY,,,BROOKLYN,NY,11206,250,POINT (-73.93963 40.69946)
Kings,737893,Store,JAC,MI PARCELA FRUITS & VEGS CORP,MI PARCELA FRUITS & VEG,3400,FULTON STREET,,,BROOKLYN,NY,11208,1200,POINT (-73.87011 40.68423)
Madison,737880,Store,JAC,FAMCO CONVENIENT STORES,FAMCO 5,5261,MAIN STREET,,,MUNNSVILLE,NY,13409,2500,POINT (-75.58904 42.97697)
New York,737852,Store,JAC,523 DELI & GRILL CORP,523 DELI & GRILL,523,GRAND STREET,,,NEW YORK,NY,10002,2000,POINT (-73.9817 40.71447)
Bronx,737822,Store,JAC,ZIADI BROTHERS DELI & GRILL LLC,ZIADI BROTHERS DELI & G,2326,GRAND CONCOURSE,,,BRONX,NY,10458,1000,POINT (-73.89942 40.85801)
Kings,737777,Store,JAC,BROOKLYN WHISKERS BAKERY LLC,BROOKLYN WHISKERS,1037,BROADWAY,,,BROOKLYN,NY,11221,0,POINT (-73.93226 40.6953)
Suffolk,737691,Store,JAC,SUSTENANCE LLC,CHEESE SHOPPE,11,MAIN STREET,,,SOUTHAMPTON,NY,11968,3000,POINT (-72.38945 40.88459)
New York,737650,Store,JAC,BEN MEAT MARKET INC,BEN MEAT MARKET,288,GRAND STREET,,,NEW YORK,NY,10002,1800,POINT (-73.99235 40.7177)
New York,737629,Store,A,WEJDAN CANDY & GROCERY INC,WEJDAN CANDY & GROCERY,3890,BROADWAY,,,NEW YORK,NY,10032,1600,POINT (-73.94219 40.83757)
New York,737616,Store,JAC,GENTILES FINE FOODS SINCE 1927 IN,GENTILES FINE FOODS,1118,MADISON AVENUE,,,NEW YORK,NY,10028,1800,POINT (-73.96001 40.77921)
New York,737593,Store,JAC,QMART GROCERY INC,QMART GROCERY,4311,BROADWAY,,,NEW YORK,NY,10033,0,POINT (-73.93485 40.85194)
Bronx,737492,Store,JAC,MILO FISH & VEGETABLES CORP,MILO FISH & VEGETABLES,3618,WHITE PLAINS ROAD,,,BRONX,NY,10467,0,POINT (-73.8649 40.87967)
Queens,737472,Store,JAC,RI SHENG GROCERY INC,RI SHENG GROCERY,60-02,MAIN STREET,,,FLUSHING,NY,11355,1000,POINT (-73.82554 40.74307)
Queens,737366,Store,JAC,MAMAS HALAL MEAT & FISH INC,MAMAS HALAL MEAT & FISH,72-20,37TH AVENUE,,,JACKSON HEIGHTS,NY,11372,0,POINT (-73.89301 40.74883)
Queens,737315,Store,JAC,BPP PARKER TOWER PROPERTY OWNER L,PARKER PANTRY,104-20,QUEENS BOULEVARD,,,FOREST HILLS,NY,11375,0,POINT (-73.84917 40.72366)
Kings,737293,Store,A,MEDCARE HEALTH INC,MEDCARE PHARMACY,260,KINGS HIGHWAY,,,BROOKLYN,NY,11223,1200,POINT (-73.98091 40.60526)
Kings,737215,Store,JAC,AAYM  CORP,GREEK  BAKALIKO,7615,5TH AVENUE,,,BROOKLYN,NY,11209,1000,POINT (-74.02314 40.62827)
Kings,737191,Store,JAC,ROYAL DELI 1 CORP,ROYAL DELI 1,2059,FULTON STREET,,,BROOKLYN,NY,11233,1200,POINT (-73.9107 40.67828)
Kings,737173,Store,JAC,DEMU FISH & MEAT LLC,DEMU FISH & MEAT,763,FULTON STREET,,,BROOKLYN,NY,11217,3000,POINT (-73.97417 40.68617)
Queens,737101,Store,A,NEW PARADISE GROCERY INC,NEW PARADISE GROCERY,81-38,BROADWAY,,,ELMHURST,NY,11373,1000,POINT (-73.88302 40.743)
Queens,737077,Store,JAC,MARUTINANDAN 77 CORP,CORNER 77 DELI,76-17,BROADWAY,,,ELMHURST,NY,11373,1500,POINT (-73.88897 40.74564)
Livingston,737072,Store,JAC,ALI CHAUDHARY B,DANSVILLE EXPRESS MART,119,MAIN STREET,,,DANSVILLE,NY,14437,2300,POINT (-77.69443 42.55906)
New York,737036,Store,JAC,VILLA TRINA MEAT MARKET INC,VILLA TRINA MEAT MARKET,4077,BROADWAY,,,NEW YORK,NY,10032,2000,POINT (-73.93906 40.84377)
Ulster,737016,Store,JAC,NAVJOT MART INC,FOOD MART,675,BROADWAY,,,KINGSTON,NY,12401,1500,POINT (-74.00761 41.93068)
Bronx,737009,Store,JAC,390 JACKSON DELI GROCERY CORP,390 JACKSON DELI GROCER,390,JACKSON AVENUE,,,BRONX,NY,10454,0,POINT (-73.91063 40.80894)
Kings,736875,Store,JAC,JAY STREET FOOD CORP,WHOLESOME FARMS MARKET,108,JAY STREET,,,BROOKLYN,NY,11201,2900,POINT (-73.98675 40.70164)
Bronx,736870,Store,JAC,MOON LIGHT AFRICAN MARKET INC,MOON LIGHT AFRICAN MARK,3648,WHITE PLAINS ROAD,,,BRONX,NY,10467,1000,POINT (-73.86458 40.88034)
Livingston,736806,Store,A,HEMLOCK'S FARM AND GARDEN INC,HEMLOCK'S FARM AND GARD,4638,MAIN STREET,,,HEMLOCK,NY,14466,1000,POINT (-77.60728 42.79542)
Kings,736789,Store,JAC,LA SIRENA SUPERMARKET INC,LA SIRENA SUPERMARKET,3334,FULTON STREET,,,BROOKLYN,NY,11208,0,POINT (-73.8726 40.68352)
Kings,736776,Store,JAC,PROSPECT PARK SOUTH DELI GROCERY,PROSPECT PARK SOUTH DEL,1201,CHURCH AVENUE,,,BROOKLYN,NY,11218,800,POINT (-73.96824 40.6474)
Kings,736757,Store,JAC,BAY GOURMET CORP,BAY GOURMET,2279,86TH STREET,,,BROOKLYN,NY,11214,1500,POINT (-73.99182 40.60069)
Queens,736732,Store,JAC,ELZAHRAA CANDY STORE INC,ELZAHRAA CANDY STORE,24-31,STEINWAY STREET,,,ASTORIA,NY,11103,1000,POINT (-73.91144 40.76825)
Kings,736723,Store,JAC,SANTY & L GROCERY CORP,SANTY & L GROCERY,3397,FULTON STREET,,,BROOKLYN,NY,11208,0,POINT (-73.87013 40.68422)
Kings,736665,Store,JAC,BAY 31 SUPERMARKET INC,BAY 31 SUPERMARKET,2222,86TH STREET,,,BROOKLYN,NY,11214,3000,POINT (-73.99322 40.60154)
Queens,736614,Store,A,GOOD NEIGHBORS SUPERMARKET INC,GOOD NEIGHBORS SUPERMAR,59-29,MYRTLE AVENUE,,,RIDGEWOOD,NY,11385,2000,POINT (-73.89891 40.70051)
Rockland,736605,Store,JAC,LOS PRIMOS GROCERY STORE #2 CORP,LOS PRIMOS GROCERY STOR,72,MAIN STREET,,,HAVERSTRAW,NY,10927,0,POINT (-73.96175 41.19645)
Kings,736587,Store,A,SWEET CHELSEA GROCERY INC,SWEET CHELSEA GROCERY,4708,7TH AVENUE,,,BROOKLYN,NY,11220,0,POINT (-74.00431 40.64397)
Kings,736584,Store,A,AMP USA INC,DUALS NATURAL,321,BROADWAY,,,BROOKLYN,NY,11211,1600,POINT (-73.95686 40.70805)
Kings,736522,Store,JAC,DON MILO MEAT MARKET CORP,DON MILO MEAT MARKET,3317,FULTON STREET,,,BROOKLYN,NY,11208,2500,POINT (-73.87303 40.68338)
Broome,736504,Store,JAC,WILLIAMS JUANITA,FAMILY DELIGHTS,153,MAIN STREET,,,BINGHAMTON,NY,13905,0,POINT (-75.92973 42.10297)
New York,736433,Store,JAC,SANTIAGO 2 ORGANIC FOOD CORP,SANTIAGO 2 ORGANIC FOOD,4380,BROADWAY,,,NEW YORK,NY,10040,1800,POINT (-73.93363 40.85436)
Kings,736396,Store,JAC,L&E DELI GROCERY CORP,L&E DELI GROCERY,820,5TH AVENUE,,,BROOKLYN,NY,11232,1000,POINT (-74.00083 40.6542)
Bronx,736304,Store,A,PAPA 99 CENTS INC,PAPA 99 CENTS,2474,GRAND CONCOURSE,,,BRONX,NY,10458,0,POINT (-73.89735 40.86171)
Delaware,736269,Store,JAC,MAIN STREET GENERAL LLC,ANDES GENERAL STORE,103,MAIN STREET,,,ANDES,NY,13731,2500,POINT (-74.78411 42.18972)
Queens,736210,Store,A,JI LI GROCERY INC,JI LI GROCERY,43-29,MAIN STREET,,,FLUSHING,NY,11355,1000,POINT (-73.82626 40.75174)
Bronx,736193,Store,JAC,MUNCHIES DELI GROCERY CORP,MUNCHIES DELI GROCERY,1215,GRAND CONCOURSE,,,BRONX,NY,10452,1500,POINT (-73.91779 40.83464)
Kings,736127,Store,JAC,BUSHWICK MARKET INC,MET FRESH SUPERMARKET,1381,MYRTLE AVENUE,,,BROOKLYN,NY,11237,5500,POINT (-73.92093 40.69854)
Kings,736092,Store,JAC,HENA 350 INC,HENA 350,350,JAY STREET,,,BROOKLYN,NY,11201,0,POINT (-73.98723 40.69366)
Sullivan,736026,Store,A,WALGREEN EASTERN CO INC,WALGREENS #17736,381,BROADWAY,,,MONTICELLO,NY,12701,11000,POINT (-74.68227 41.65386)
Orange,736017,Store,JAC,ALGOHIM AMRO A,GOLDBACK 3 DELI & GROCE,240,BROADWAY,,,NEWBURGH,NY,12550,1500,POINT (-74.01837 41.5005)
Ulster,736002,Store,JAC,YAZI PETROLEUM INC,YAZI PETROLEUM,447,BROADWAY,,,ULSTER PARK,NY,12487,2000,POINT (-73.97585 41.88573)
Kings,735964,Store,A,MAMA QUEEN INC,MAMA QUEEN,585,FLATBUSH AVENUE,,,BROOKLYN,NY,11225,1000,POINT (-73.96054 40.65924)
Kings,735960,Store,JAC,NUT HOUSE INC,NUT HOUSE,1117,BRIGHTON BEACH AVENUE,,,BROOKLYN,NY,11235,1200,POINT (-73.95626 40.57782)
Nassau,735936,Store,A,D&H GAS CO INC,D&H GAS,1009,FULTON STREET,,,FARMINGDALE,NY,11735,0,POINT (-73.43201 40.72462)
Kings,735823,Store,JAC,LUCKY 7S DELI ON 5TH CORP,LUCKY 7S DELI ON 5TH,7626,5TH AVENUE,,,BROOKLYN,NY,11209,1500,POINT (-74.02321 40.62813)
Ulster,735782,Store,JAC,DOUBLE A GROCERIES INC,DOUBLE A GROCERIES,3,MAIN STREET,,,HIGHLAND,NY,12528,800,POINT (-73.96428 41.71934)
Queens,735689,Store,A,BHAKTI 70 INC,AUSTIN STOP & GO CONVEN,7009,AUSTIN STREET,,,FOREST HILLS,NY,11375,1000,POINT (-73.84666 40.72085)
New York,735661,Store,A,142 GROCERY AND TOBACCO INC,142 GROCERY AND TOBACCO,3475,BROADWAY,,,NEW YORK,NY,10031,0,POINT (-73.95205 40.82438)
Kings,735568,Store,JAC,FULTON 3104 MEAT CORP,SHOP FARE,3104,FULTON STREET,,,BROOKLYN,NY,11208,4000,POINT (-73.88043 40.6813)
Bronx,735537,Store,JAC,PENA DELI GROCERY CORP,PENA DELI GROCERY,2337,GRAND CONCOURSE,,,BRONX,NY,10468,1400,POINT (-73.89944 40.85862)
Kings,735523,Store,JABC,GRISMAN BAKERY INC,GRISMAN BAKERY,1684,86TH STREET,,,BROOKLYN,NY,11214,3000,POINT (-74.00525 40.60885)
Kings,735520,Store,JAC,LUNA MARKET INC,LUNA MARKET,4010,5TH AVENUE,,,BROOKLYN,NY,11232,1700,POINT (-74.00476 40.65044)
Kings,735519,Store,JAC,CLEVELAND DELI & ORGANIC CORP,CLEVELAND DELI & ORGANI,2959,FULTON STREET,,,BROOKLYN,NY,11208,1000,POINT (-73.88539 40.67972)
New York,735465,Store,JAC,GOURMET REVOLUTION INC,GOURMET REVOLUTION,2090,7TH AVENUE,,,NEW YORK,NY,10027,2000,POINT (-73.94865 40.80865)
Broome,735346,Store,JAC,AARAV PETROLEUM CORP,WINDSOR COUNTRY MART,225,MAIN STREET,,,WINDSOR,NY,13865,3000,POINT (-75.64193 42.08451)
Bronx,735261,Store,JAC,WHITE PLAINS BROTHERS MEAT MARKET,WHITE PLAINS BROTHERS M,4384,WHITE PLAINS ROAD,,,BRONX,NY,10466,1500,POINT (-73.85464 40.89805)
