County,License Number,Operation Type,Establishment Type,Entity Name,DBA Name,Street Number,Street Name,Address Line 2,Address Line 3,City,State,Zip Code,Square Footage,Georeference
Nassau,281969,Store,A,GENOVESE DRUG STORES INC,RITE AID 10612,225,FOREST AVENUE,,,GLEN COVE,NY,11542,10000,POINT (-73.61794 40.87414)
Nassau,281778,Store,JAC,S&S WOODMERE INC,WOODMERE CONVENIENCE,1064,BROADWAY,,,WOODMERE,NY,11598,1500,POINT (-73.70677 40.63214)
Nassau,281533,Store,A,MEI BEVERAGE INC,LYNBROOK COLD BEER&BEV,117,BROADWAY,,,LYNBROOK,NY,11563,2000,POINT (-73.67581 40.65433)
Nassau,280860,Store,A,CVS ALBANY LLC,CVS PHARMACY 02136,20-24,BROADWAY,,,MASSAPEQUA,NY,11758,3000,POINT (-73.47028 40.6775)
Genesee,180203,Store,JAC,TRIPLE C TRUCK & GAS CORP,TRIPLE C,1632,BROADWAY,,,DARIEN CENTER,NY,14040,1800,POINT (-78.37245 42.90158)
Franklin,165177,Store,JAC,PJ HYDE&SON INC,BROADWAY MOBIL,196,BROADWAY,,,SARANAC LAKE,NY,12983,1100,POINT (-74.13708 44.3316)
Franklin,160108,Store,A,"KPH HEALTHCARE SERVICES, INC.",KINNEY DRUGS 02,277,BROADWAY,,,SARANAC LAKE,NY,12983,1100,POINT (-74.13903 44.33423)
Erie,148630,Store,JABC,UNITED REFINING CO OF PA INC,KWIK FILL A0035,5835,BROADWAY,,,LANCASTER,NY,14086,1500,POINT (-78.64205 42.89455)
Erie,142867,Store,A,DOLLAR TREE STORES INC,DOLLAR TREE #00788,5165,BROADWAY,,,DEPEW,NY,14043,11200,POINT (-78.68335 42.90133)
Erie,142789,Store,JAC,DEPEW DELI&GROCERY INC,DEPEW DELI&GROCERY,4911,BROADWAY,,,DEPEW,NY,14043,1200,POINT (-78.69316 42.90173)
Erie,142778,Store,JAC,DT SALES II LLC,ALDEN SAVE-A-LOT,13107,BROADWAY,,,ALDEN,NY,14004,20000,POINT (-78.49918 42.89806)
Erie,142761,Store,JAC,REID STORES INC,CROSBYS 40022,13285,BROADWAY,,,ALDEN,NY,14004,1500,POINT (-78.4931 42.90017)
Erie,142719,Store,JAC,RED RAYS INC,BROADWAY CONVENIENCE DL,1305,BROADWAY,,,BUFFALO,NY,14212,2000,POINT (-78.82658 42.89528)
Erie,142146,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #8363,13475,BROADWAY,,,ALDEN,NY,14004,8000,POINT (-78.48503 42.90004)
Erie,142099,Store,A,UNITED REFINING CO OF PA INC,KWIK FILL A0019,2493,BROADWAY,,,CHEEKTOWAGA,NY,14227,400,POINT (-78.78144 42.90085)
Erie,142036,Store,JAC,LANCASTERS BROADWAY DELI INC,LANCASTER BROADWAY DELI,5430,BROADWAY,,,LANCASTER,NY,14086,1700,POINT (-78.66983 42.90036)
Erie,141827,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 5701,5150,BROADWAY,,,DEPEW,NY,14043,7500,POINT (-78.68335 42.90133)
Erie,141681,Store,A,ALDEN PHARMACY INC,ALDEN PHARMACY,13203,BROADWAY,,,ALDEN,NY,14004,2000,POINT (-78.49598 42.90021)
Erie,141546,Store,JAC,KATES COUNTRY COUSINS LLC,KATES COUNTRY COUSINS,6148,BROADWAY,,,LANCASTER,NY,14086,0,POINT (-78.61481 42.89234)
Erie,141254,Store,A,FAMILY DOLLAR STORES OF NY INC,FAMILY DOLLAR 4705,1770,BROADWAY,,,BUFFALO,NY,14212,8000,POINT (-78.80886 42.89762)
Erie,140932,Store,JABC,TOPS MARKETS LLC,TOPS 261,12775,BROADWAY,,,ALDEN,NY,14004,47700,POINT (-78.51079 42.895)
Erie,140866,Store,JAC,ALABBADI MOHAMED,CHARLIES FOOD MART,927,BROADWAY,,,BUFFALO,NY,14212,1000,POINT (-78.84036 42.8928)
Erie,140582,Store,A,WALGREEN EASTERN CO INC,WALGREENS 03859,4815,BROADWAY,,,DEPEW,NY,14043,20000,POINT (-78.69664 42.90128)
Erie,140505,Store,JABC,BROADWAY PENORA INC,TOPS 114,5175,BROADWAY,,,DEPEW,NY,14043,77000,POINT (-78.68335 42.90133)
Erie,140436,Store,JAC,BAP GROUP INC,DOWNTOWN TRADING CO,51,BROADWAY,,,BUFFALO,NY,14202,1000,POINT (-78.87097 42.88609)
Erie,140298,Store,A,ECKERD CORP,RITE AID 10809,4900,BROADWAY,,,DEPEW,NY,14043,14000,POINT (-78.69369 42.90192)
Erie,140259,Store,JAC,HENRYS CANDY & GIFTS LLC,HENRYS CANDY & GIFTS,13237,BROADWAY,,,ALDEN,NY,14004,6000,POINT (-78.49483 42.90019)
Dutchess,130763,Store,JAC,MAIN ST MINI MART INC,MAIN ST MINI MART,220,MAIN STREET,,,BEACON,NY,12508,1800,POINT (-73.97349 41.50703)
Dutchess,130605,Store,JABH,GONNELLA MICHAEL M,TIVOLI BREAD&BAKING,75,BROADWAY,,,TIVOLI,NY,12583,600,POINT (-73.91072 42.05903)
Chemung,70229,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #8106,1146,BROADWAY,,,ELMIRA,NY,14904,0,POINT (-76.81921 42.0566)
Chemung,70228,Store,JAC,SAJAR LLC,EZ FOOD MART,502,BROADWAY,,,ELMIRA,NY,14904,0,POINT (-76.81283 42.07429)
Albany,10890,Store,JAC,MENANDS GAS & CONVENIENCE INC,MENANDS GAS & CONVENIEN,116,BROADWAY,,,MENANDS,NY,12204,2200,POINT (-73.73123 42.68397)
Albany,10584,Store,JAC,STEWARTS SHOPS CORP,STEWARTS SHOP 186,14,BROADWAY,,,ALBANY,NY,12204,1800,POINT (-73.73466 42.67764)
